Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"V Le Gall","Role of the prefrontal cortex in the selection of innate fear responses",2022,"","theses.fr","https://www.theses.fr/2022BORD0022","https://scholar.google.com/scholar?cites=12767067948319294101&as_sdt=2005&sciodt=2007&hl=en",648,"2024-02-14 17:48:04","","","","",,,,,1,0.50,1,1,2,"Face à un danger, les mammifères présentent un éventail de réponses de peur comprenant le freezing, la fuite, le saut ou le combat. Cet éventail de réponses défensives, fortement …","https://www.theses.fr/2022BORD0022/abes","https://scholar.google.com/scholar?q=related:lcLY-qe8LbEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"F Richter","Autonomous Maintenance of Hemostasis in Robotic Surgery",2022,"","search.proquest.com","https://search.proquest.com/openview/e570d178ad984df3a468c6b24969a632/1?pq-origsite=gscholar&cbl=18750&diss=y","",649,"2024-02-14 17:48:04","BOOK","","","",,,,,0,0.00,0,1,2,"Surgical robots are becoming increasingly common in operating rooms, which provides the opportunity to deploy automation algorithms for surgery. Surgical task automation aims to …","https://escholarship.org/content/qt67h9p81x/qt67h9p81x.pdf","https://scholar.google.com/scholar?q=related:KK_2Zl1KSzQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Sabo, N Mittal, A Deshpande…","Automated, Vision-Based Goniometry and Range of Motion Calculation in Individuals With Suspected Ehlers-Danlos Syndromes/Generalized Hypermobility Spectrum …",2023,"IEEE Journal of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10309843/","",650,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,4,1,"… Training was done using the DeepLabCut (DLC) library for … Default values suggested by the DLC library were used for all … Mathis et al., ‘‘DeepLabCut: Markerless pose estimation of user…","https://ieeexplore.ieee.org/iel7/6221039/6563131/10309843.pdf","https://scholar.google.com/scholar?q=related:g0v7YKNnOfkJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"JP Bohnslav","Novel Applications of Deep Learning to Computational Ethology: Behavior Classification and Full-Body Pose Estimation",2021,"","search.proquest.com","https://search.proquest.com/openview/9715d80272884a41b7a47e32924ce4d5/1?pq-origsite=gscholar&cbl=18750&diss=y","",651,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,3,"The purpose of nervous systems is to generate adaptive behaviors that increase the animal’s fitness in its environment. Computational analysis of videos of animal behavior can help us …","","https://scholar.google.com/scholar?q=related:ECeBYD_qd3AJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"W Ren, K Huang, Y Li, Q Yang, L Wang, K Guo…","Altered pupil responses to social and non-social stimuli in Shank3 mutant dogs",2023,"Molecular …","nature.com","https://www.nature.com/articles/s41380-023-02277-8","https://scholar.google.com/scholar?cites=1494415426146003315&as_sdt=2005&sciodt=2007&hl=en",652,"2024-02-14 17:48:04","","","","",,,,,1,1.00,0,7,1,"Pupillary response, an important process in visual perception and social and emotional cognition, has been widely studied for understanding the neural mechanisms of neuropsychiatric …","","https://scholar.google.com/scholar?q=related:c-lLjuk6vRQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"FMP Kaiser, S Gruenbacher","O aga",2022,"MR, Nio, E …","scholarlypublications …","https://scholarlypublications.universiteitleiden.nl/access/item%3A3631255/download","https://scholar.google.com/scholar?cites=12054219137802872500&as_sdt=2005&sciodt=2007&hl=en",653,"2024-02-14 17:48:04","PDF","","","",,,,,2,1.00,1,2,2,"The genetic causes of primary antibody deficiencies and autism spectrum disorder (ASD) are largely unknown. Here, we report a patient with hypogammaglobulinemia and ASD who …","https://scholarlypublications.universiteitleiden.nl/access/item%3A3631255/download","https://scholar.google.com/scholar?q=related:tKZ0mXAwSacJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"J Fiorilli, P Marchesi, T Ruikes, G Huis in 't Veld…","Neural correlates of object identity and reward outcome in the sensory cortical-hippocampal hierarchy: coding of motivational information in perirhinal cortex",2024,"Cerebral …","academic.oup.com","https://academic.oup.com/cercor/article-abstract/34/2/bhae002/7600388","",654,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,5,1,"… Comparisons between DLC-based whisk touches and manual whisk touches revealed a … DeepLabCut: markerless pose estimation of user-defined body parts with deep learning. Nat …","https://academic.oup.com/cercor/article-pdf/34/2/bhae002/56607873/bhae002.pdf","https://scholar.google.com/scholar?q=related:gfr4RqlD8NMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"MS Fulton","Natural, Robust, and Multi-Modal Human-Robot Interaction for Underwater Robots",2023,"","search.proquest.com","https://search.proquest.com/openview/56c202f83189ce1f8dc329dea5a241cd/1?pq-origsite=gscholar&cbl=18750&diss=y","",655,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… DLC models trained on a variety of dataset configurations, evaluated on a common evaluation dataset. Some data is missing due to unresolved DLC … method using DeepLabCut [18]. A …","","https://scholar.google.com/scholar?q=related:UFG53mrSjakJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"L Ju, KM Glastad, L Sheng, J Gospocic, CJ Kingwell…","Hormonal gatekeeping via the blood-brain barrier governs caste-specific behavior in ants",2023,"Cell","cell.com","https://www.cell.com/cell/pdf/S0092-8674(23)00856-5.pdf","https://scholar.google.com/scholar?cites=9578855374959608091&as_sdt=2005&sciodt=2007&hl=en",656,"2024-02-14 17:48:04","","","","",,,,,2,2.00,0,6,1,"Here, we reveal an unanticipated role of the blood-brain barrier (BBB) in regulating complex social behavior in ants. Using scRNA-seq, we find localization in the BBB of a key hormone-…","","https://scholar.google.com/scholar?q=related:GwFPazbu7oQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"D Layfield","The When and How of Hippocampal Processing: Medial Septum, Rearing &Spatial Memory",2023,"","search.proquest.com","https://search.proquest.com/openview/691719438ae7a028ad7ab253f98a71bb/1?pq-origsite=gscholar&cbl=18750&diss=y","",657,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"This dissertation aimed to understand when and how the hippocampus and medial septum contribute to spatial memory. The approach combined well-understood classic behavioral …","","https://scholar.google.com/scholar?q=related:Al6gI4SNDvQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"DG Wyrick","Contextual Modulation of Naturalistic Behavior and Sensory Processing",2022,"","search.proquest.com","https://search.proquest.com/openview/ac047d19e12eb0599da5e64fcd6c535f/1?pq-origsite=gscholar&cbl=18750&diss=y","",658,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… DW and TF established and implemented Deeplabcut tracking, DW and YA designed and performed the AR-HMM analysis. TF, DW, BH, YA, and MS analyzed data and wrote the …","","https://scholar.google.com/scholar?q=related:21tt_c0mUqsJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"L Ju, KM Glastad, L Sheng, J Gospocic, CJ Kingwell…","Hormonal gatekeeping via the blood brain barrier governs behavior",2022,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2022.12.01.518733.abstract","https://scholar.google.com/scholar?cites=5753713408922326194&as_sdt=2005&sciodt=2007&hl=en",659,"2024-02-14 17:48:04","","10.1101/2022.12.01.518733.abstract","","",,,,,2,1.00,0,6,2,"Here we reveal an unanticipated role of the blood-brain-barrier (BBB) in regulating complex social behavior in ants. Using scRNA-seq we find localization in the BBB of a key hormone-…","https://www.biorxiv.org/content/biorxiv/early/2022/12/01/2022.12.01.518733.full.pdf","https://scholar.google.com/scholar?q=related:spQ3ZtxL2U8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"AKJ Boyce, Y Fouad, RC Gom, C Martins-Silva…","Unilateral hippocampal stroke in freely behaving mice reveals sex differences in contralesional spreading depolarization and associated behavior",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.08.31.555814.abstract","",660,"2024-02-14 17:48:04","","10.1101/2023.08.31.555814.abstract","","",,,,,0,0.00,0,5,1,"… LM wrote photometry and DLC analysis scripts. TF created behavior state analysis macro. … DeepLabCut: markerless pose estimation of user-defined body parts with deep learning. Nat…","https://www.biorxiv.org/content/biorxiv/early/2023/09/13/2023.08.31.555814.full.pdf","https://scholar.google.com/scholar?q=related:ZiMUtTuHa6QJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"CJH Wolf, M Spoelder, H Beurmanjer, R Bulthuis…","Individual differences in GHB consumption in a new voluntary GHB self-administration model in outbred rats",2024,"…","Springer","https://link.springer.com/article/10.1007/s00213-024-06537-5","",661,"2024-02-14 17:48:04","HTML","10.1007/s00213-024-06537-5","","",,,,,0,0.00,0,5,1,"Background and purpose The use of the recreational drug gamma-hydroxybutyric acid (GHB) has increased over the past decade, concomitantly leading to a higher incidence of GHB …","https://link.springer.com/article/10.1007/s00213-024-06537-5","https://scholar.google.com/scholar?q=related:BS4Qq0xCOHMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"L Goode","Cell Type-Specific Diurnal Variation in Hippocampus Physiology",2022,"","search.proquest.com","https://search.proquest.com/openview/5e91c606770d1aec151d471d661f08c8/1?pq-origsite=gscholar&cbl=18750&diss=y","",662,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"Circadian rhythms are biological processes that cycle across 24 hours. Driven endogenously by widely expressed and highly conserved clock genes that compose the circadian …","https://digitalcommons.library.uab.edu/cgi/viewcontent.cgi?article=1191&context=etd-collection","https://scholar.google.com/scholar?q=related:3L5neT0cFEUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"S Ojanen, T Kuznetsova, Z Kharybina, V Voikar…","Interneuronal GluK1 kainate receptors control maturation of GABAergic transmission and network synchrony in the hippocampus",2023,"Molecular brain","Springer","https://link.springer.com/article/10.1186/s13041-023-01035-9","https://scholar.google.com/scholar?cites=14966007718724217855&as_sdt=2005&sciodt=2007&hl=en",663,"2024-02-14 17:48:04","HTML","10.1186/s13041-023-01035-9","","",,,,,4,4.00,1,5,1,"Kainate type glutamate receptors (KARs) are strongly expressed in GABAergic interneurons and have the capability of modulating their functions via ionotropic and G-protein coupled …","https://link.springer.com/article/10.1186/s13041-023-01035-9","https://scholar.google.com/scholar?q=related:_6tPFLrwsc8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
43,"LM Hopper, RA Gulli, LH Howard, F Kano…","The application of noninvasive, restraint-free eye-tracking methods for use with nonhuman primates",2021,"Behavior Research …","Springer","https://link.springer.com/article/10.3758/s13428-020-01465-6","https://scholar.google.com/scholar?cites=355877903380270584&as_sdt=2005&sciodt=2007&hl=en",664,"2024-02-14 17:48:04","HTML","10.3758/s13428-020-01465-6","","",,,,,43,14.33,9,5,3,"Over the past 50 years there has been a strong interest in applying eye-tracking techniques to study a myriad of questions related to human and nonhuman primate psychological …","https://link.springer.com/article/10.3758/s13428-020-01465-6","https://scholar.google.com/scholar?q=related:-E1kThFV8AQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"N Ahmadpour","Astroglial NMDA receptor signaling mediates fast calcium microdomains and modulates cortical neuron activity",2022,"","mspace.lib.umanitoba.ca","https://mspace.lib.umanitoba.ca/items/10eeda02-5244-4de9-a589-686afa9e74d6","",665,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… Videos were analysed either manually or using a deep learning software, DeepLabCut 157 which allows for pose estimation of user-defined body parts using deep learning. DLC was …","https://mspace.lib.umanitoba.ca/bitstreams/f6f88fb0-4974-4c0f-af59-c66a4b62392d/download","https://scholar.google.com/scholar?q=related:2HSlGsMTPZ0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"TD Pereira","Uncovering the Structure of Animal Behavior via Deep Learning",2021,"","search.proquest.com","https://search.proquest.com/openview/299314027a8794f79a5d947c0482b493/1?pq-origsite=gscholar&cbl=18750&diss=y","",666,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,3,"… The first of these, transfer learning, formed the basis and main contribution of the widely used animal pose estimation software DeepLabCut(A. Mathis et al. 2018). Transfer learning is a …","","https://scholar.google.com/scholar?q=related:9QN05yDBRy8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"DMDOSSN FOLGADO","EXPLAINABLE ARTIFICIAL INTELLIGENCE IN TIME SERIES APPLIED TO PHYSIOLOGICAL DATA",2023,"","run.unl.pt","https://run.unl.pt/bitstream/10362/162887/1/Folgado_2023.pdf","",667,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,1,"Explainable Artificial Intelligence in Time Series Applied to Physiological Data Page 1 DEPARTMENT OF PHYSICS EXPLAINABLE ARTIFICIAL INTELLIGENCE IN TIME SERIES …","https://run.unl.pt/bitstream/10362/162887/1/Folgado_2023.pdf","https://scholar.google.com/scholar?q=related:bol968qyIW4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"TH Murphy","Mesoscale cortex-wide neural dynamics predict self-initiated actions in mice several seconds prior to movement",,"scholar.archive.org","","https://scholar.archive.org/work/47333i4zj5hczpwqcj2d3rjwqy/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/12/20/2021.12.17.473193.full.pdf","",668,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,,"… The DLC predictions were inspected and smoothing was applied to correct missing or error frames (using a 30 frame window sliding mean or Savitsky-Golay 31 frame filter using 3rd …","https://scholar.archive.org/work/47333i4zj5hczpwqcj2d3rjwqy/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/12/20/2021.12.17.473193.full.pdf","https://scholar.google.com/scholar?q=related:P7RYct_NHJEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"G Panconi, S Guarducci, M Sicher…","Effects of stroboscopic visual training on TUG and 6MWT performances in subjects with incomplete spinal cord injury using DeepLabCut markerless pose estimation …",2022,"Movement: spinal cord …","flore.unifi.it","https://flore.unifi.it/handle/2158/1276780","",669,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,4,2,"… Videos were analyzed with markerless pose estimation of DeepLabCut (DLC) and a 3D reconstruction of motor performance allowed to investigate spatiotemporal and kinematic …","","https://scholar.google.com/scholar?q=related:x__5viLIBssJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"NB Pellagio, SMG Massironi, J Mejia…","Uso da ferramenta DeepLabCut para avaliação do aprendizado espacial e retenção de memória em camundongos mutantes com alterações no sistema …",2022,"30. SIICUSP …","repositorio.usp.br","https://repositorio.usp.br/directbitstream/33af78b8-d455-4125-889a-37cc4d2d0963/MOL_83_3147432_R.pdf","",670,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,4,2,"… Este estudo teve como objetivo realizar uma revisão bibliográfica, bem como avaliar a aplicabilidade de softwares gratuitos, como o DeepLabCut (DLC) para análise de parâmetros …","https://repositorio.usp.br/directbitstream/33af78b8-d455-4125-889a-37cc4d2d0963/MOL_83_3147432_R.pdf","https://scholar.google.com/scholar?q=related:1cZp9vI5qx4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"牟田真介, 北地雄, 遠藤敦, 松本浩一…","DeepLabCut を用いた歩行時の股関節角度計測と信頼性の検証",2022,"… 理学療法士学会 第 41 回 …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/ptkanbloc/41/0/41_0120/_article/-char/ja/","",671,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,5,2,"… ホ ンダと DLC で計測した股関節の平均屈曲・伸展角度をそれぞ れ Bland-Altman 分析と対応 ありの t 検定で比較し,ホンダの 値を真値として DLC の結果の信頼性を検証する. [結果] …","https://www.jstage.jst.go.jp/article/ptkanbloc/41/0/41_0120/_pdf","https://scholar.google.com/scholar?q=related:CIB22TITME0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
